State	StrainID	Species_Old	Genus_Old	Phylum	GPS	Lat	Long	Associated	General	Specific	Fruits	Fruit.Family	Fruit.Type	Rotting	Plant.Genus	Plant.Species	Common.Name	Other.Associations	Notes	Set	Morpho	SetID	IsoTemp	Specific.Location	Collected.By	X	X.1	Species	Subphylum	Genus	Region
Michigan	yHAB231	Mrakia sp.	Mrakia	Basidiomycota	46.601361, -85.190790	46.601361	-85.19079	Tree	Soil	Soil	NA	NA	NA	NA	Acer	Acer saccharum	Sugar Maple	NA	NA	1.2	a	YHAB_1.2	10	Tahquamenon Falls, MI, Upper Falls	ABH/CTH	TRUE	yHAB231	Mrakia sp.	Basidiomycota	Mrakia	Upper Midwest
Michigan	yHAB179	Candida bolitotheri	Candida	Ascomycota	46.614039, -85.254133	46.614039	-85.254133	Tree	Plant Matter	Fruit	Raspberry	Rosaceae	Drupe	NA	Rubus	Rubus sp.	Raspberry	NA	NA	1.3	b	YHAB_1.3	22	Tahquamenon Falls, MI, Nature Trail	ABH/CTH	TRUE	yHAB179	Suhomyces bolitotheri	Saccharomycotina	Suhomyces	Upper Midwest
Michigan	yHAB239	Kodamaea meredithiae	Kodamaea	Ascomycota	46.603602, -85.206239	46.603602	-85.206239	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	2.14	a	YHAB_2.14	10	Tahquamenon Falls, MI, lower falls - Island	ABH/CTH	TRUE	yHAB239	Kodamaea meredithiae	Saccharomycotina	Kodamaea	Upper Midwest
Michigan	yHQL41	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	43.418334, -89.626967	43.418334	-89.626967	Tree	Fungus	Fungus	NA	NA	NA	NA	Betula	Betula sp.	Birch	Fungus	NA	JP3	a	YHQL_JP3	22	Porcupine Mountains States Park, MI	John Pool	TRUE	yHQL41	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Michigan	yHQL138	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	46.485556,-86.660833	46.485556	-86.660833	Tree	Fungus	Fungus	NA	NA	NA	Rotting	Fagus	Fagus sp.	Beech	Fungus	NA	A&CH23	b	YHQL_A&CH23	30	Grand Island National Rec Area:  46° 29 minutes eight seconds North 86° 39 minutes 39 seconds west	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL138	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Michigan	yHAB189	Candida bolitotheri	Candida	Ascomycota	45.717810, -86.669512	45.71781	-86.669512	Tree	Fungus	Fungus	NA	NA	NA	NA	Betula	Betula papyrifera	White Birch	Fungus	NA	3.6	a	YHAB_3.6	22	Fayette, MI	ABH/CTH	TRUE	yHAB189	Suhomyces bolitotheri	Saccharomycotina	Suhomyces	Upper Midwest
Michigan	yHKB319	Candida pseudoglaebosa	Candida	Ascomycota	47.2718,-88.4263	47.2718	-88.4263	Plant	Water	Water	NA	NA	NA	NA	Unknown	Unknown	Pitcherplant	NA	direct plating from pitcher plant water (1:10,000 dilution)	RW11	a	YHKB_RW11	30	Calumet, MI	Russell Wrobel	TRUE	yHKB319	Candida pseudoglaebosa	Saccharomycotina	Candida	Upper Midwest
Michigan	yHAB191	Candida bolitotheri	Candida	Ascomycota	46.601361, -85.190790	46.601361	-85.19079	Tree	Fungus	Fungus	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	Fungus	NA	2.5	a	YHAB_2.5	30	Tahquamenon falls, mi upper falls	ABH/CTH	TRUE	yHAB191	Suhomyces bolitotheri	Saccharomycotina	Suhomyces	Upper Midwest
Michigan	yHAB170	Candida savonica	Candida	Ascomycota	46.601361, -85.190790	46.601361	-85.19079	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	2.6	a	YHAB_2.6	22	Tahquamenon Falls, MI, Upper Falls	ABH/CTH	TRUE	yHAB170	Candida savonica	Saccharomycotina	Candida	Upper Midwest
Michigan	yHKB463	Rhodosporidiobolus colostri	Rhodosporidiobolus	Basidiomycota	47.1730,-88.4488	47.173	-88.4488	Plant	Plant Matter	Seed	NA	NA	NA	NA	Claytonia	Claytonia sp.	Claytonia sp.	NA	NA	RW5	a	YHKB_RW5	10	Hungarian Falls, MI	Russell Wrobel	TRUE	yHKB463	Rhodosporidiobolus colostri	Basidiomycota	Rhodosporidiobolus	Upper Midwest
Michigan	yHQL179	Cryptococcus victoriae	Cryptococcus	Basidiomycota	46.525703, -86.671012	46.525703	-86.671012	Plant	Plant Matter	Plant Matter	NA	NA	NA	NA	Equisetum	Equisetum sp.	Horsetail	NA	NA	A&CH10	b	YHQL_A&CH10	10	Grand Island National Rec Area	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL179	Cryptococcus victoriae	Basidiomycota	Cryptococcus	Upper Midwest
Michigan	yHQL36	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	46.525703, -86.671012	46.525703	-86.671012	Tree	Fungus	Fungus	NA	NA	NA	NA	Betula	Betula sp.	Birch	Fungus	NA	A&CH14	b	YHQL_A&CH14	30	Grand Island National Rec Area	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL36	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Michigan	yHAB246	Rhodosporidium babjevae	Rhodosporidium	Basidiomycota	46.603602, -85.206239	46.603602	-85.206239	Tree	Plant Matter	Bark	NA	NA	NA	NA	Unknown	Unknown	Unknown	White Rot	NA	2.24	a	YHAB_2.24	10	Tahquamenon falls, MI, lower falls, Island	ABH/CTH	TRUE	yHAB246	Rhodosporidium babjevae	Basidiomycota	Rhodosporidium	Upper Midwest
Michigan	yHKS719	Nakazawaea holstii	Nakazawaea	Ascomycota	47.441600, -87.878877	47.4416	-87.878877	Tree	Plant Matter	Pine Cone	NA	NA	NA	NA	Pinus	Pinus sp.	Pine	NA	NA	#249	b	YHKS_#249	10	Copper Harbor, Michigan (Estivant Pines Nature Sanctuary	Chris Hittinger	TRUE	yHKS719	Nakazawaea holstii	Saccharomycotina	Nakazawaea	Upper Midwest
Michigan	yHKB343	Lachancea thermotolerans	Lachancea	Ascomycota	47.2718,-88.4263	47.2718	-88.4263	Tree	Plant Matter	Fruit	Sugarplum Berry	Rosaceae	Pome	NA	Amelanchier	Amelanchier sp.	Sugarplum	NA	NA	RW1	a	YHKB_RW1	22	Calumet, MI	Russell Wrobel	TRUE	yHKB343	Lachancea thermotolerans	Saccharomycotina	Lachancea	Upper Midwest
Michigan	yHQL111	Candida bombi	Candida	Ascomycota	46.525703, -86.671012	46.525703	-86.671012	Plant	Plant Matter	Flower	NA	NA	NA	NA	Trifolium	Trifolium sp.	Clover	NA	NA	A&CH5	a	YHQL_A&CH5	30	Grand Island National Rec Area	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL111	Candida bombi	Saccharomycotina	Candida	Upper Midwest
Michigan	yHQL164	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	43.418334, -89.626967	43.418334	-89.626967	Tree	Plant Matter	Nut	Birch Nut	Betulaceae	Nut	NA	Betula	Betula sp.	Birch	NA	NA	JP1	a	YHQL_JP1	10	Porcupine Mountains States Park, MI	John Pool	TRUE	yHQL164	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Michigan	yHAB172	Debaryomyces hansenii	Debaryomyces	Ascomycota	45.717810, -86.669512	45.71781	-86.669512	Tree	Soil	Soil	NA	NA	NA	NA	Thuja	Thuja plicata	Pacific Redcedar	NA	NA	3.1	a	YHAB_3.1	22	Fayette, MI	ABH/CTH	TRUE	yHAB172	Debaryomyces hansenii	Saccharomycotina	Debaryomyces	Upper Midwest
Michigan	yHKS644	Candida pseudorhagii	Candida	Ascomycota	47.441600, -87.878877	47.4416	-87.878877	Tree	Soil	Soil	NA	NA	NA	NA	Pinus	Pinus sp.	Pine	NA	NA	#251	a	YHKS_#251	22	Copper Harbor, Michigan (Estivant Pines Nature Sanctuary	Chris Hittinger	TRUE	yHKS644	Candida pseudorhagii	Saccharomycotina	Candida	Upper Midwest
Michigan	yHAB235	Mrakia sp.	Mrakia	Basidiomycota	46.601361, -85.190790	46.601361	-85.19079	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	2.5	a	YHAB_2.5	10	Tahquamenon Falls, MI, Upper Falls	ABH/CTH	TRUE	yHAB235	Mrakia sp.	Basidiomycota	Mrakia	Upper Midwest
Michigan	yHAB175	Metschnikowia reukaufii	Metschnikowia	Ascomycota	46.614039, -85.254133	46.614039	-85.254133	Plant	Plant Matter	Plant Matter	NA	NA	NA	NA	Unknown	Unknown	Thistle	NA	NA	1.4	a	YHAB_1.4	22	Tahquamenon Falls, MI, Nature Trail	ABH/CTH	TRUE	yHAB175	Metschnikowia reukaufii	Saccharomycotina	Metschnikowia	Upper Midwest
Michigan	yHQL90	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	46.525703, -86.671012	46.525703	-86.671012	Plant	Plant Matter	Fruit	Berry	Unknown	Unknown	NA	Unknown	Unknown	Unknown	NA	NA	A&CH9	a	YHQL_A&CH9	30	Grand Island National Rec Area	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL90	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Michigan	yHKS39	Mrakia sp.	Mrakia	Basidiomycota	43.004465, -87.922853	43.004465	-87.922853	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus sp.	Oak	NA	NA	#12	a	YHKS_#12	10	Milwaukee, WI (Kosciuskzo Park)	Kayla Sylvester	TRUE	yHKS39	Mrakia sp.	Basidiomycota	Mrakia	Upper Midwest
Michigan	yHRVM26	Cyberlindnera fabianii	Cyberlindnera	Ascomycota	46.482739, -86.671216	46.482739	-86.671216	Tree	Plant Matter	Plant Matter	NA	NA	NA	NA	Fagus	Fagus sp.	Beech	NA	NA	11CAHD2	a	YHRVM_11CAHD2	Unknown	Grand Island, MI	Chris Hittinger, Amanda Hulfachor	TRUE	yHRVM26	Cyberlindnera fabianii	Saccharomycotina	Cyberlindnera	Upper Midwest
Michigan	yHAB200	Torulaspora delbrueckii	Torulaspora	Ascomycota	45.717810, -86.669512	45.71781	-86.669512	Tree	Soil	Soil	NA	NA	NA	NA	Betula	Betula papyrifera	White Birch	NA	NA	3.4	a	YHAB_3.4	30	Fayette, MI	ABH/CTH	TRUE	yHAB200	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
Michigan	yHKS643	Lachancea thermotolerans	Lachancea	Ascomycota	47.441600, -87.878877	47.4416	-87.878877	Tree	Soil/Plant Matter	Duff	NA	NA	NA	NA	Pinus	Pinus strobus	White Pine	NA	NA	#250	a	YHKS_#250	22	Copper Harbor, Michigan (Estivant Pines Nature Sanctuary	Chris Hittinger	TRUE	yHKS643	Lachancea quebecensis	Saccharomycotina	Lachancea	Upper Midwest
Michigan	yHKB435	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	47.1730,-88.4488	47.173	-88.4488	Tree	Plant Matter	Fruit	Thimbleberry	Rosaceae	Drupe	NA	Rubus	Rubus parviflorus	Thimbleberry	NA	NA	RW6	b	YHKB_RW6	10	Hungarian Falls, MI	Russell Wrobel	TRUE	yHKB435	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
Michigan	yHAB261	Rhodotorula araqucariae	Rhodotorula	Basidiomycota	45.948334, -86.243976	45.948334	-86.243976	Miscellaneous	Miscellaneous	Sawdust	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.13	a	YHAB_3.13	10	Manistique, MI Boardwalk	ABH/CTH	TRUE	yHAB261	Rhodotorula araqucariae	Basidiomycota	Rhodotorula	Upper Midwest
Michigan	yHQL33	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	46.525703, -86.671012	46.525703	-86.671012	Tree	Fungus	Fungus	NA	NA	NA	NA	Betula	Betula sp.	Birch	Fungus	NA	A&CH4	a	YHQL_A&CH4	30	Grand Island National Rec Area	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL33	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Michigan	yHKB348	Curvibasidium cygneicollum	Curvibasidium	Basidiomycota	47.173051, -88.449209	47.173051	-88.449209	Plant	Plant Matter	Seed	NA	NA	NA	NA	Claytonia	Claytonia sp.	Claytonia sp.	NA	NA	RW5	a	YHKB_RW5	22	Hungarian Falls, MI	Russell Wrobel	TRUE	yHKB348	Curvibasidium cygneicollum	Basidiomycota	Curvibasidium	Upper Midwest
Michigan	yHKS658	Candida xylopsoci/prunicola/pyralidae	Candida	Ascomycota	47.441600, -87.878877	47.4416	-87.878877	Tree	Plant Matter	Pine Cone	NA	NA	NA	NA	Pinus	Pinus sp.	Pine	NA	NA	#249	b	YHKS_#249	30	Copper Harbor, Michigan (Estivant Pines Nature Sanctuary	Chris Hittinger	TRUE	yHKS658	Suhomyces xylopsoci/prunicola/pyralidae	Saccharomycotina	Suhomyces	Upper Midwest
Michigan	yHRVM12	Rhodotorula glutinis	Rhodotorula	Basidiomycota	46.482739, -86.671216	46.482739	-86.671216	Soil	Sand	Sand	NA	NA	NA	NA	NA	NA	NA	NA	NA	7CAHD2	c	YHRVM_7CAHD2	22	Grand Island, MI	Chris Hittinger, Amanda Hulfachor	TRUE	yHRVM12	Rhodotorula glutinis	Basidiomycota	Rhodotorula	Upper Midwest
Michigan	yHKB347	Candida pseudoglaebosa	Candida	Ascomycota	47.2718,-88.4263	47.2718	-88.4263	Plant	Water	Water	NA	NA	NA	NA	Unknown	Unknown	Pitcherplant	NA	pitcher plant water transferred to WYM first then plated	RW11	b	YHKB_RW11	22	Calumet, MI	Russell Wrobel	TRUE	yHKB347	Candida pseudoglaebosa	Saccharomycotina	Candida	Upper Midwest
Michigan	yHAB197	Nakazawaea holstii	Nakazawaea	Ascomycota	46.603602, -85.206239	46.603602	-85.206239	Tree	Plant Matter	Pine Cone	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	2.1	a	YHAB_2.1	30	Tahquamenon Falls, MI, lower falls - Island	ABH/CTH	TRUE	yHAB197	Nakazawaea holstii	Saccharomycotina	Nakazawaea	Upper Midwest
Michigan	yHAB250	Mrakia sp.	Mrakia	Basidiomycota	45.717810, -86.669512	45.71781	-86.669512	Tree	Soil	Soil	NA	NA	NA	NA	Betula	Betula papyrifera	White Birch	NA	NA	3.4	a	YHAB_3.4	10	Fayette, MI	ABH/CTH	TRUE	yHAB250	Mrakia sp.	Basidiomycota	Mrakia	Upper Midwest
Michigan	yHKB457	Candida pseudoglaebosa	Candida	Ascomycota	47.1730,-88.4488	47.173	-88.4488	Plant	Plant Matter	Fruit	Blueberry	Ericaceae	Berry	NA	Vaccinium	Vaccinium sp.	Blueberry	NA	NA	RW9	c	YHKB_RW9	10	Hungarian Falls, MI	Russell Wrobel	TRUE	yHKB457	Candida pseudoglaebosa	Saccharomycotina	Candida	Upper Midwest
Michigan	yHAB205	Candida bolitotheri	Candida	Ascomycota	46.603602, -85.206239	46.603602	-85.206239	Tree	Fungus	Fungus	NA	NA	NA	NA	Betula	Betula papyrifera	White Birch	Fungus	NA	2.18	a	YHAB_2.18	30	Tahquamenon Falls, MI, lower falls - Island	ABH/CTH	TRUE	yHAB205	Suhomyces bolitotheri	Saccharomycotina	Suhomyces	Upper Midwest
Michigan	yHQL180	Mrakia robertii	Mrakia	Basidiomycota	46.525703, -86.671012	46.525703	-86.671012	Plant	Plant Matter	Plant Matter	NA	NA	NA	NA	Equisetum	Equisetum sp.	Horsetail	NA	NA	A&CH10	c	YHQL_A&CH10	10	Grand Island National Rec Area	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL180	Mrakia robertii	Basidiomycota	Mrakia	Upper Midwest
Michigan	yHKS724	Candida cretensis/kruisii	Candida	Ascomycota	47.441600, -87.878877	47.4416	-87.878877	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Mushroom	Fungus	NA	#253	a	YHKS_#253	10	Copper Harbor, Michigan (Estivant Pines Nature Sanctuary	Chris Hittinger	TRUE	yHKS724	Teunomyces cretensis/kruisii complex	Saccharomycotina	Teunomyces	Upper Midwest
Michigan	yHQL38	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	46.485556,-86.660833	46.485556	-86.660833	Tree	Plant Matter	Nut	Beech Nut	Fagaceae	Nut	NA	Fagus	Fagus sp.	Beech	NA	NA	A&CH22	b	YHQL_A&CH22	30	Grand Island National Rec Area:  46° 29 minutes eight seconds North 86° 39 minutes 39 seconds west	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL38	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Michigan	yHKS655	Candida xylopsoci/prunicola/pyralidae	Candida	Ascomycota	47.441600, -87.878877	47.4416	-87.878877	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	#248	a	YHKS_#248	30	Copper Harbor, Michigan (Estivant Pines Nature Sanctuary	Chris Hittinger	TRUE	yHKS655	Suhomyces xylopsoci/prunicola/pyralidae	Saccharomycotina	Suhomyces	Upper Midwest
Michigan	yHKS659	Candida xylopsoci/prunicola/pyralidae	Candida	Ascomycota	47.441600, -87.878877	47.4416	-87.878877	Tree	Plant Matter	Pine Cone	NA	NA	NA	NA	Pinus	Pinus sp.	Pine	NA	NA	#249	c	YHKS_#249	30	Copper Harbor, Michigan (Estivant Pines Nature Sanctuary	Chris Hittinger	TRUE	yHKS659	Suhomyces xylopsoci/prunicola/pyralidae	Saccharomycotina	Suhomyces	Upper Midwest
Michigan	yHKB459	Tumularia aquatica	Tumularia	Ascomycota	47.1730,-88.4488	47.173	-88.4488	Tree	Plant Matter	Fruit	Thimbleberry	Rosaceae	Drupe	NA	Rubus	Rubus parviflorus	Thimbleberry	NA	NA	RW6	a	YHKB_RW6	10	Hungarian Falls, MI	Russell Wrobel	TRUE	yHKB459	Dothiora oleae	Pezizomycotina	Dothiora	Upper Midwest
Michigan	yHKB449	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	47.173051, -88.449209	47.173051	-88.449209	Plant	Plant Matter	Fruit	Bunchberry	Cornaceae	Drupe	NA	Cornus	Cornus canadensis	Bunchberry	NA	NA	RW7	a	YHKB_RW7	10	Hungarian Falls, MI	Russell Wrobel	TRUE	yHKB449	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
Michigan	yHQL151	Metschnikowia pulcherrima	Metschnikowia	Ascomycota	43.418334, -89.626967	43.418334	-89.626967	Tree	Fungus	Fungus	NA	NA	NA	NA	Betula	Betula sp.	Birch	Fungus	NA	JP3	b	YHQL_JP3	10	Porcupine Mountains States Park, MI	John Pool	TRUE	yHQL151	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	Upper Midwest
Michigan	yHQL155	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	46.525703, -86.671012	46.525703	-86.671012	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Fungus	NA	NA	A&CH8	a	YHQL_A&CH8	10	Grand Island National Rec Area	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL155	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Michigan	yHQL170	Candida nitratophila	Candida	Ascomycota	46.525703, -86.671012	46.525703	-86.671012	Tree	Plant Matter	Sap	NA	NA	NA	NA	Pinus	Pinus sp.	Pine	NA	NA	A&CH13	c	YHQL_A&CH13	10	Grand Island National Rec Area	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL170	Candida nitratophila	Saccharomycotina	Candida	Upper Midwest
Michigan	yHQL152	Metschnikowia sinensis	Metschnikowia	Ascomycota	43.418334, -89.626967	43.418334	-89.626967	Tree	Fungus	Fungus	NA	NA	NA	NA	Betula	Betula sp.	Birch	Fungus	NA	JP3	c	YHQL_JP3	10	Porcupine Mountains States Park, MI	John Pool	TRUE	yHQL152	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	Upper Midwest
Michigan	yHQL169	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	46.525703, -86.671012	46.525703	-86.671012	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	A&CH12	a	YHQL_A&CH12	10	Grand Island National Rec Area	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL169	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Michigan	yHQL77	Candida mycetangii	Candida	Ascomycota	46.485556,-86.660833	46.485556	-86.660833	Tree	Plant Matter	Nut	Beech Nut	Fagaceae	Nut	NA	Fagus	Fagus sp.	Beech	NA	NA	A&CH22	a	YHQL_A&CH22	30	Grand Island National Rec Area:  46° 29 minutes eight seconds North 86° 39 minutes 39 seconds west	ABH/CTH	TRUE	yHQL77	Candida mycetangii	Saccharomycotina	Candida	Upper Midwest
Michigan	yHQL93	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	46.525703, -86.671012	46.525703	-86.671012	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Fungus	NA	NA	A&CH8	a	YHQL_A&CH8	22	Grand Island National Rec Area	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL93	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Michigan	yHAB229	Mrakia sp.	Mrakia	Basidiomycota	46.601361, -85.190790	46.601361	-85.19079	Tree	Soil	Soil	NA	NA	NA	NA	Acer	Acer saccharum	Sugar Maple	NA	NA	1.15	a	YHAB_1.15	10	Tahquamenon Falls, MI, Upper Falls	ABH/CTH	TRUE	yHAB229	Mrakia sp.	Basidiomycota	Mrakia	Upper Midwest
Michigan	yHKS656	Candida xylopsoci/prunicola/pyralidae	Candida	Ascomycota	47.441600, -87.878877	47.4416	-87.878877	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	#248	b	YHKS_#248	30	Copper Harbor, Michigan (Estivant Pines Nature Sanctuary	Chris Hittinger	TRUE	yHKS656	Suhomyces xylopsoci/prunicola/pyralidae	Saccharomycotina	Suhomyces	Upper Midwest
Michigan	yHRVM24	Torulaspora delbrueckii	Torulaspora	Ascomycota	46.482739, -86.671216	46.482739	-86.671216	Tree	Plant Matter	Plant Matter	NA	NA	NA	NA	Fagus	Fagus sp.	Beech	NA	NA	9CAHD2	a	YHRVM_9CAHD2	22	Grand Island, MI	Chris Hittinger, Amanda Hulfachor	TRUE	yHRVM24	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
Michigan	yHAB260	Rhodotorula babjevae	Rhodotorula	Basidiomycota	45.948334, -86.243976	45.948334	-86.243976	Miscellaneous	Miscellaneous	Wood	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.11	a	YHAB_3.11	10	Manistique, MI, Boardwoalk	ABH/CTH	TRUE	yHAB260	Rhodotorula babjevae	Basidiomycota	Rhodotorula	Upper Midwest
Michigan	yHKB344	Rhodotorula nothofagi	Rhodotorula	Basidiomycota	47.173051, -88.449209	47.173051	-88.449209	Plant	Plant Matter	Fruit	Blueberry	Ericaceae	Berry	NA	Vaccinium	Vaccinium sp.	Blueberry	NA	NA	RW9	a	YHKB_RW9	22	Hungarian Falls, MI	Russell Wrobel	TRUE	yHKB344	Rhodotorula nothofagi	Basidiomycota	Rhodotorula	Upper Midwest
Michigan	yHAB181	Saturnispora zaruensis	Saturnispora	Ascomycota	46.614039, -85.254133	46.614039	-85.254133	Tree	Plant Matter	Leaves	NA	NA	NA	Diseased	Acer	Acer saccharum	Sugar Maple	Infected	NA	1.8	a	YHAB_1.8	22	Tahquamenon Falls, MI, Nature Trail	ABH/CTH	TRUE	yHAB181	Saturnispora zaruensis	Saccharomycotina	Saturnispora	Upper Midwest
Michigan	yHAB237	Mrakia sp.	Mrakia	Basidiomycota	46.603602, -85.206239	46.603602	-85.206239	Tree	Plant Matter	Pine Cone	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	2.1	a	YHAB_2.1	10	Tahquamenon Falls, MI, lower falls - Island	ABH/CTH	TRUE	yHAB237	Mrakia sp.	Basidiomycota	Mrakia	Upper Midwest
Michigan	yHAB248	Mrakia sp.	Mrakia	Basidiomycota	45.717810, -86.669512	45.71781	-86.669512	Tree	Soil	Soil	NA	NA	NA	NA	Thuja	Thuja plicata	Pacific Redcedar	NA	NA	3.2	a	YHAB_3.2	10	Fayette, MI	ABH/CTH	TRUE	yHAB248	Mrakia sp.	Basidiomycota	Mrakia	Upper Midwest
Michigan	yHAB223	Metschnikowia reukaufii	Metschnikowia	Ascomycota	46.614039, -85.254133	46.614039	-85.254133	Plant	Plant Matter	Plant Matter	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	1.4	a	YHAB_1.4	10	Tahquamenon Falls, MI, Nature Trail	ABH/CTH	TRUE	yHAB223	Metschnikowia reukaufii	Saccharomycotina	Metschnikowia	Upper Midwest
Michigan	yHKB345	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.173051, -88.449209	47.173051	-88.449209	Plant	Plant Matter	Fruit	Bilberry	Ericaceae	Berry	NA	Vaccinium	Vaccinium sp.	Bilberry	NA	NA	RW10	a	YHKB_RW10	22	Hungarian Falls, MI	Russell Wrobel	TRUE	yHKB345	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Michigan	yHAB198	Metschnikowia sp.	Metschnikowia	Ascomycota	46.614039, -85.254133	46.614039	-85.254133	Tree	Plant Matter	Fruit	Raspberry	Rosaceae	Drupe	NA	Rubus	Rubus sp.	Raspberry	NA	NA	1.3	a	YHAB_1.3	30	Tahquamenon Falls, MI, Nature Trail	ABH/CTH	TRUE	yHAB198	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	Upper Midwest
Michigan	yHQL35	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	46.525703, -86.671012	46.525703	-86.671012	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Mushroom	NA	NA	A&CH14	a	YHQL_A&CH14	30	Grand Island National Rec Area	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL35	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Michigan	yHKS722	Candida cretensis/kruisii	Candida	Ascomycota	47.441600, -87.878877	47.4416	-87.878877	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Unknown	Fungus	NA	#252	a	YHKS_#252	10	Copper Harbor, Michigan (Estivant Pines Nature Sanctuary	Chris Hittinger	TRUE	yHKS722	Teunomyces cretensis/kruisii complex	Saccharomycotina	Teunomyces	Upper Midwest
Michigan	yHKS641	Candida xylopsoci/prunicola/pyralidae	Candida	Ascomycota	47.441600, -87.878877	47.4416	-87.878877	Tree	Plant Matter	Pine Cone	NA	NA	NA	NA	Pinus	Pinus sp.	Pine	NA	NA	#249	b	YHKS_#249	22	Copper Harbor, Michigan (Estivant Pines Nature Sanctuary	Chris Hittinger	TRUE	yHKS641	Suhomyces xylopsoci/prunicola/pyralidae	Saccharomycotina	Suhomyces	Upper Midwest
Michigan	yHKS20	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	43.004465, -87.922853	43.004465	-87.922853	Tree	Plant Matter	Bark	NA	NA	NA	NA	Quercus	Quercus sp.	Oak	NA	NA	#3	a	YHKS_#3	10	Milwaukee, WI (Kosciuskzo Park)	Kayla Sylvester	TRUE	yHKS20	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
