StrainID	Species_Old	Genus_Old	Phylum	GPS	Lat	Long	Associated	General	Specific	Fruits	Fruit.Family	Fruit.Type	Rotting	Plant.Genus	Plant.Species	Common.Name	Other.Associations	Notes	Set	Morpho	SetID	IsoTemp	Specific.Location	State	Collected.By	X	X.1	Species	Subphylum	Genus
yHQL416	Torulaspora delbrueckii	Torulaspora	Ascomycota	39.467750, -123.156111	39.46775	-123.156111	Miscellaneous	Miscellaneous	Flotsam	NA	NA	NA	NA	NA	NA	NA	NA	Eel river flotsom, stuff caught on tree branch during spring runnoff	QL#27	a	YHQL_QL#27	30	Potter Valley, CA	California	Harry Iwatsuki	TRUE	yHQL416	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHQL430	Torulaspora delbrueckii	Torulaspora	Ascomycota	39.871665, -79.492928	39.871665	-79.492928	Lichen	Lichen	Lichen	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	QL#12	a	YHQL_QL#12	10	Ohiopyle, PA	Pennsylvania	Scott Zasadil	TRUE	yHQL430	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHQL431	Torulaspora delbrueckii	Torulaspora	Ascomycota	39.871665, -79.492928	39.871665	-79.492928	Tree	Plant Matter	Needles	NA	NA	NA	Rotting	Pinus	Pinus sp.	Pine	NA	NA	QL#13	a	YHQL_QL#13	10	Ohiopyle, PA	Pennsylvania	Scott Zasadil	TRUE	yHQL431	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHQL458	Torulaspora delbrueckii	Torulaspora	Ascomycota	40.396,-80.13	40.396	-80.13	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	Soil from a gulley at the base of cliff	KS#288	b	YHQL_KS#288	10	Collier Townshiop, PA/walkers mill, Pan Handel trail	Pennsylvania	Zasadil	TRUE	yHQL458	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHQL462	Torulaspora delbrueckii	Torulaspora	Ascomycota	40.382764, -80.048519	40.382764	-80.048519	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	Soil from bushy area, backyard of residence	KS#292	b	YHQL_KS#292	10	126 Academy ave, Pittsburgh, PA 15228	Pennsylvania	Zasadil	TRUE	yHQL462	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHQL464	Torulaspora delbrueckii	Torulaspora	Ascomycota	40.382764, -80.048519	40.382764	-80.048519	Plant	Soil	Soil	NA	NA	NA	NA	Zea	Zea mays	Corn	NA	Soil from around corn, backyard of residence	KS#293	b	YHQL_KS#293	10	126 Academy ave, Pittsburgh, PA 15228	Pennsylvania	Zasadil	TRUE	yHQL464	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHQL466	Torulaspora delbrueckii	Torulaspora	Ascomycota	33.947037, -83.360477	33.947037	-83.360477	Tree	Plant Matter	Bark	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	bark from unidentified hardwood tree	KS#295	a	YHQL_KS#295	10	120 milburn ave, athens, GA, 30605	Georgia	Zasadil	TRUE	yHQL466	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHQL491	Torulaspora delbrueckii	Torulaspora	Ascomycota	32.173036, -81.076034	32.173036	-81.076034	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	QL#4	b	YHQL_QL#4	10	Savannah National Wildlife Refuge Hardeeville, SC	South Carolina	Anna Kropornicka and Kurt Ehlert	TRUE	yHQL491	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHQL507	Torulaspora delbrueckii	Torulaspora	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Miscellaneous	Miscellaneous	Wood	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	submerged	AS#9	a	YHQL_AS#9	10	Chadwick, Illinois-Sheddan property	Illinois	Angela Sheddan	TRUE	yHQL507	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHQL692	Torulaspora delbrueckii	Torulaspora	Ascomycota	44.843134, -88.360218	44.843134	-88.360218	Tree	Plant Matter	Bark	NA	NA	NA	Rotting	Acer	Acer negundo	Boxelder Maple	NA	decaying	4	a	YHQL_4	22	Pulcifer Park: STH 22 at CTH C, Shawano County WI	Wisconsin	Sorlie, Lisa	TRUE	yHQL692	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHQL73	Torulaspora delbrueckii	Torulaspora	Ascomycota	39.640228, -86.170205	39.640228	-86.170205	Plant	Moss	Moss	NA	NA	NA	NA	Unknown	Unknown	Moss	NA	NA	AH5	a	YHQL_AH5	30	591 Watterson Ct, Indianapolis, IN 46217	Indiana	Amanda Hulfachor	TRUE	yHQL73	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHQL79	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.070035, -89.421173	43.070035	-89.421173	Tree	Plant Matter	Seed	NA	NA	NA	NA	Ginkgo	Ginkgo biloba	Ginkgo	NA	NA	smiley2A	a	YHQL_smiley2A	30	local Madison, WI backyard	Wisconsin	NA	TRUE	yHQL79	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHQL81	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.070035, -89.421173	43.070035	-89.421173	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Ginkgo	Ginkgo biloba	Ginkgo	NA	NA	smiley2B	d	YHQL_smiley2B	30	local Madison, WI backyard	Wisconsin	NA	TRUE	yHQL81	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHQL83	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.070035, -89.421173	43.070035	-89.421173	Tree	Plant Matter	Fruit	Pear	Rosaceae	Pome	NA	Pyrus	Pyrus sp.	NA	NA	NA	smiley3B	a	YHQL_smiley3B	30	local Madison, WI backyard	Wisconsin	NA	TRUE	yHQL83	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRM10	Torulaspora delbrueckii	Torulaspora	Ascomycota	NA	NA	NA	Tree	Soil	Soil	NA	NA	NA	NA	Ulmus	Ulmus rubra	Slippery Elm	NA	NA	2.2	a	YHRM_2.2	22	Picnic Point, Madison WI	Wisconsin	RM	TRUE	yHRM10	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRM3	Torulaspora delbrueckii	Torulaspora	Ascomycota	NA	NA	NA	Tree	Moss	Moss	NA	NA	NA	NA	Ulmus	Ulmus sp.	Elm	Moss	NA	1.13	a	YHRM_1.13	22	Picnic Point, Madison WI	Wisconsin	RM	TRUE	yHRM3	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRM40	Torulaspora delbrueckii	Torulaspora	Ascomycota	NA	NA	NA	Tree	Soil	Soil	NA	NA	NA	NA	Ulmus	Ulmus rubra	Slippery Elm	NA	NA	56	a	YHRM_56	10	Picnic Point, Madison WI	Wisconsin	RM	TRUE	yHRM40	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRM50	Torulaspora delbrueckii	Torulaspora	Ascomycota	NA	NA	NA	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	a	YHRM_42	22	Salem, Oregon (Pringle Creek)	Oregon	Quinn	TRUE	yHRM50	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRM55	Torulaspora delbrueckii	Torulaspora	Ascomycota	NA	NA	NA	Tree	Plant Matter	Bark	NA	NA	NA	NA	NA	NA	NA	NA	NA	56	a	YHRM_56	22	Salem, Oregon (Pringle Creek Salem)	Oregon	Quinn	TRUE	yHRM55	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRM62	Torulaspora delbrueckii	Torulaspora	Ascomycota	NA	NA	NA	Tree	Soil	Soil	NA	NA	NA	NA	Salix	Salix sp.	Willow	NA	NA	3_R_1	a	YHRM_3_R_1	22	Picnic Point, Madison WI	Wisconsin	RM	TRUE	yHRM62	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRM66	Torulaspora delbrueckii	Torulaspora	Ascomycota	NA	NA	NA	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	3_R_8	a	YHRM_3_R_8	22	Picnic Point, Madison WI	Wisconsin	RM	TRUE	yHRM66	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRM74	Torulaspora delbrueckii	Torulaspora	Ascomycota	NA	NA	NA	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	3_R_19	a	YHRM_3_R_19	22	Picnic Point, Madison WI	Wisconsin	RM	TRUE	yHRM74	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRVM101	Torulaspora delbrueckii	Torulaspora	Ascomycota	36.911855, -80.319293	36.911855	-80.319293	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus alba	White Oak	NA	NA	12D3	a	YHRVM_12D3	22	Floyd, VA	Virginia	D. Leith Nye	TRUE	yHRVM101	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRVM102	Torulaspora delbrueckii	Torulaspora	Ascomycota	36.911855, -80.319293	36.911855	-80.319293	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus alba	White Oak	NA	NA	12D3	b	YHRVM_12D3	22	Floyd, VA	Virginia	D. Leith Nye	TRUE	yHRVM102	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRVM143	Torulaspora delbrueckii	Torulaspora	Ascomycota	41.783079, -87.580511	41.783079	-87.580511	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	28D4-CS	a	YHRVM_28D4-CS	30	Jackson Park, IL	Illinois	Goose Island CS	TRUE	yHRVM143	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRVM158	Torulaspora delbrueckii	Torulaspora	Ascomycota	41.542595, -87.682994	41.542595	-87.682994	Soil	Soil/Plant Matter	Duff	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	25D4-CS	a	YHRVM_25D4-CS	22	Flossmoor, IL	Illinois	Goose Island CS	TRUE	yHRVM158	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRVM162	Torulaspora delbrueckii	Torulaspora	Ascomycota	41.542595, -87.682994	41.542595	-87.682994	Soil	Soil/Plant Matter	Duff	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	25D4-CS	b	YHRVM_25D4-CS	30	Flossmoor, IL	Illinois	Goose Island CS	TRUE	yHRVM162	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRVM177	Torulaspora delbrueckii	Torulaspora	Ascomycota	41.783079, -87.580511	41.783079	-87.580511	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	28D4-CS	c	YHRVM_28D4-CS	30	Jackson Park, IL	Illinois	Goose Island CS	TRUE	yHRVM177	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRVM190	Torulaspora delbrueckii	Torulaspora	Ascomycota	42.034808, -88.292849	42.034808	-88.292849	Tree	Plant Matter	Bark	NA	NA	NA	NA	Salix	Salix sp.	Weeping Willow	NA	NA	21D4-CS	c	YHRVM_21D4-CS	30	Elgin, IL	Illinois	Goose Island CS	TRUE	yHRVM190	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRVM20	Torulaspora delbrueckii	Torulaspora	Ascomycota	46.482739, -86.671216	46.482739	-86.671216	Tree	Plant Matter	Plant Matter	NA	NA	NA	NA	Fagus	Fagus sp.	Beech	NA	NA	8CAHD2	a	YHRVM_8CAHD2	22	Grand Island, MI	Michigan	Chris Hittinger, Amanda Hulfachor	TRUE	yHRVM20	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRVM212	Torulaspora delbrueckii	Torulaspora	Ascomycota	34.951681, -82.946213	34.951681	-82.946213	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus sp.	Oak	NA	NA	17D4-CS	a	YHRVM_17D4-CS	10	Devil's Fork State Park, SC	South Carolina	CTH parents	TRUE	yHRVM212	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRVM24	Torulaspora delbrueckii	Torulaspora	Ascomycota	46.482739, -86.671216	46.482739	-86.671216	Tree	Plant Matter	Plant Matter	NA	NA	NA	NA	Fagus	Fagus sp.	Beech	NA	NA	9CAHD2	a	YHRVM_9CAHD2	22	Grand Island, MI	Michigan	Chris Hittinger, Amanda Hulfachor	TRUE	yHRVM24	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRVM270	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.983207, -123.094710	43.983207	-123.09471	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Bracket Fungus	NA	NA	16D5	a	YHRVM_16D5	30	Spencer's Butte, Eugene, OR	Oregon	Quinn Langdon	TRUE	yHRVM270	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRVM274	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.983207, -123.094710	43.983207	-123.09471	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Bracket Fungus	NA	NA	16D5	a	YHRVM_16D5	22	Spencer's Butte, Eugene, OR	Oregon	Quinn Langdon	TRUE	yHRVM274	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRVM291	Torulaspora delbrueckii	Torulaspora	Ascomycota	41.542595, -87.682994	41.542595	-87.682994	Soil	Soil/Plant Matter	Duff	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	25D4-CS	a	YHRVM_25D4-CS	10	Flossmoor, IL	Illinois	Goose Island CS	TRUE	yHRVM291	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRVM43	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.072871, -89.407803	43.072871	-89.407803	Fungus	Fungus	Fungus	NA	NA	NA	NA	Uknown	Unknown	Unknown	NA	NA	6D1	a	YHRVM_6D1	10	Madison, WI	Wisconsin	Ryan Moriarty	TRUE	yHRVM43	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHRVM75	Torulaspora delbrueckii	Torulaspora	Ascomycota	36.911855, -80.319293	36.911855	-80.319293	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus alba	White Oak	NA	NA	12D3	a	YHRVM_12D3	30	Floyd, VA	Virginia	D. Leith Nye	TRUE	yHRVM75	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHQL391	Torulaspora delbrueckii	Torulaspora	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Miscellaneous	Miscellaneous	Wood	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	stump interior	AS#5	b	YHQL_AS#5	22	Chadwick, Illinois-Sheddan property	Illinois	Angela Sheddan	TRUE	yHQL391	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHQL543	Torulaspora delbrueckii	Torulaspora	Ascomycota	45.871530, -122.793825	45.87153	-122.793825	Tree	Plant Matter	Bark	NA	NA	NA	NA	Malus	Malus sp.	Apple	Moss	base of apple tree	QL#31	a	YHQL_QL#31	22	West Sand Island, OR	Oregon	Bill Vagt	TRUE	yHQL543	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
yHMJ186	Thelebolus sp.	Thelebolus	Ascomycota	43.312305, -91.781281 	43.312305	-91.781281	Tree	Moss	Moss	NA	NA	NA	NA	Quercus	Quercus palustris	Pin Oak	Moss	NA	19	b	YHMJ_19	4	Decorah, IA ice caves	Iowa	Martin Jarzyna	TRUE	yHMJ186	Thelebolus sp.	Pezizomycotina	Thelebolus
yHKB437	Tausonia pullulans	Tausonia	Basidiomycota	42.1872,-93.5956	42.1872	-93.5956	Soil	Soil	Soil	NA	NA	NA	NA	Unknown	Unknown	Unknown	Moss	NA	RT2	a	YHKB_RT2	10	Story City, IA	Iowa	Kelly Buh	TRUE	yHKB437	Tausonia pullulans	Basidiomycota	Tausonia
yHQL434	Tausonia pullulans	Tausonia	Basidiomycota	37.528816,-119.637779	37.528816	-119.637779	Tree	Plant Matter	Fruit	Manzanita berry	Ericaceae	Berry	NA	Arctostaphylos	Arctostaphylos sp.	Manzanita	NA	NA	QL#14	c	YHQL_QL#14	10	Yosemite National Park, 37°31'43.738"N X 119°38'16.005"	California	Bill Vagt	TRUE	yHQL434	Tausonia pullulans	Basidiomycota	Tausonia
yHQL468	Tausonia pullulans	Tausonia	Basidiomycota	58.110718, -135.439694	58.110718	-135.439694	Animal	Bird	Feather	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	KS#299	b	YHQL_KS#299	10	Hoonah Island, Alaska	Alaska	parents of Ryan Mority	TRUE	yHQL468	Tausonia pullulans	Basidiomycota	Tausonia
yHQL549	Talaromyces amestolkiae	Talaromyces	Ascomycota	60.850069, -149.534257	60.850069	-149.534257	Tree	Plant Matter	Bark	NA	NA	NA	NA	Tsuga	Tsuga sp.	Hemlock	NA	NA	QL#35	b	YHQL_QL#35	22	Coeur d'Alene campground, Chugach National Forest, AK	Alaska	Mel Langdon	TRUE	yHQL549	Talaromyces amestolkiae	Pezizomycotina	Talaromyces
yHQL550	Talaromyces amestolkiae	Talaromyces	Ascomycota	60.850069, -149.534257	60.850069	-149.534257	Tree	Plant Matter	Bark	NA	NA	NA	NA	Tsuga	Tsuga sp.	Hemlock	NA	NA	QL#35	c	YHQL_QL#35	22	Coeur d'Alene campground, Chugach National Forest, AK	Alaska	Mel Langdon	TRUE	yHQL550	Talaromyces amestolkiae	Pezizomycotina	Talaromyces
yHKS550	Sydowia polyspora	Sydowia	Ascomycota	60.476499, -150.330873	60.476499	-150.330873	Tree	Plant Matter	Needles	NA	NA	NA	NA	Picea	Picea sp.	Spruce	NA	From same bag as #201	#200	a	YHKS_#200	22	Kenai Wildlife Reserve, Alaska (Engineer Lake)	Alaska	Jacob Barnes	TRUE	yHKS550	Sydowia polyspora	Pezizomycotina	Sydowia
yHKS551	Sydowia polyspora	Sydowia	Ascomycota	60.476499, -150.330873	60.476499	-150.330873	Tree	Plant Matter	Bark	NA	NA	NA	NA	Picea	Picea sp.	Spruce	NA	From same bag as #200	#201	a	YHKS_#201	22	Kenai Wildlife Reserve, Alaska (Engineer Lake)	Alaska	Jacob Barnes	TRUE	yHKS551	Sydowia polyspora	Pezizomycotina	Sydowia
yHKS552	Sydowia polyspora	Sydowia	Ascomycota	60.691550, -151.289609	60.69155	-151.289609	Tree	Plant Matter	Needles	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	#203	a	YHKS_#203	22	Nikiski, Alaska (Deer Creek)	Alaska	Jacob Barnes	TRUE	yHKS552	Sydowia polyspora	Pezizomycotina	Sydowia
yHQL327	Sydowia polyspora	Sydowia	Ascomycota	45.386820, -110.681776	45.38682	-110.681776	Tree	Plant Matter	Bark	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	QL#8	a	YHQL_QL#8	22	Pray, MT	Montana	Erik Jessen and Erica Macke	TRUE	yHQL327	Sydowia polyspora	Pezizomycotina	Sydowia
yHQL376	Sugiyamaella smithiae	Sugiyamaella	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Tree	Plant Matter	Wood	NA	NA	NA	Rotting	Unknown	Unknown	Unknown	NA	decomposing log	AS#19	a	YHQL_AS#19	30	Chadwick, Illinois-Sheddan property	Illinois	Angela Sheddan	TRUE	yHQL376	Sugiyamaella smithiae	Saccharomycotina	Sugiyamaella
yHQL401	Sugiyamaella smithiae	Sugiyamaella	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Tree	Plant Matter	Wood	NA	NA	NA	Rotting	Unknown	Unknown	Unknown	NA	decomposing log	AS#19	a	YHQL_AS#19	22	Chadwick, Illinois-Sheddan property	Illinois	Angela Sheddan	TRUE	yHQL401	Sugiyamaella smithiae	Saccharomycotina	Sugiyamaella
yHKS221	Sugiyamaella paludigena	Sugiyamaella	Ascomycota	43.567496, -72.289615	43.567496	-72.289615	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#102	a	YHKS_#102	30	272 Ladieu Rd. Plainfield, NH	New Hampshire	Alysha Heimberg	TRUE	yHKS221	Sugiyamaella paludigena	Saccharomycotina	Sugiyamaella
yHRVM310	Sugiyamaella paludigena	Sugiyamaella	Ascomycota	43.983207, -123.094710	43.983207	-123.09471	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Bracket Fungus	NA	NA	15D5	a	YHRVM_15D5	30	Spencer's Butte, Eugene, OR	Oregon	Quinn Langdon	TRUE	yHRVM310	Sugiyamaella paludigena	Saccharomycotina	Sugiyamaella
yHRVM325	Sugiyamaella paludigena	Sugiyamaella	Ascomycota	43.983207, -123.094710	43.983207	-123.09471	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Bracket Fungus	NA	NA	15D5	a	YHRVM_15D5	22	Spencer's Butte, Eugene, OR	Oregon	Quinn Langdon	TRUE	yHRVM325	Sugiyamaella paludigena	Saccharomycotina	Sugiyamaella
yHKB278	Sugiyamaella novakii	Sugiyamaella	Ascomycota	43.5490:-72.2601	43.549	-72.2601	Tree	Soil/Plant Matter	Soil/Plant Matter	NA	NA	NA	NA	Fagus	Fagus sp.	Beech	NA	NA	GLSC2	a	YHKB_GLSC2	22	Plainfield, NH	New Hampshire	NA	TRUE	yHKB278	Sugiyamaella novakii	Saccharomycotina	Sugiyamaella
yHKS617	Sugiyamaella lignohabitans	Sugiyamaella	Ascomycota	43.060776, -88.402332	43.060776	-88.402332	Tree	Plant Matter	Bark	NA	NA	NA	Rotting	Quercus	Quercus sp.	Oak	NA	NA	#218	a	YHKS_#218	30	Delafield,WI	Wisconsin	Kayla Sylvester	TRUE	yHKS617	Sugiyamaella lignohabitans	Saccharomycotina	Sugiyamaella
yHQL402	Sugiyamaella lignohabitans	Sugiyamaella	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Tree	Plant Matter	Wood	NA	NA	NA	Rotting	Unknown	Unknown	Unknown	NA	decomposing log	AS#19	b	YHQL_AS#19	22	Chadwick, Illinois-Sheddan property	Illinois	Angela Sheddan	TRUE	yHQL402	Sugiyamaella lignohabitans	Saccharomycotina	Sugiyamaella
yHQL336	Sugiyamaella chiloensis	Sugiyamaella	Ascomycota	37.657021,-119.626228	37.657021	-119.626228	Tree	Fungus	Fungus	NA	NA	NA	NA	Pinus	Pinus contorta	Lodgepole Pine	Fungus	ITS: Blastobotrys raffinosifermentans ??D1D2: Sugiyamaella chiloensis	QL#22	a	YHQL_QL#22	30	Yosemite Nat'l Park, CA 37°39'25.274"N X 119°37'34.422"W	California	Bill Vagt	TRUE	yHQL336	Sugiyamaella chiloensis	Saccharomycotina	Sugiyamaella
yHKB82	Starmerella bombicola	Starmerella	Ascomycota	44.3878:-71.1731	44.3878	-71.1731	Plant	Soil	Soil	NA	NA	NA	NA	Rubus	Rubus sp.	Raspberry	NA	NA	NH5	a	YHKB_NH5	30	Gorham, NH	New Hampshire	Beth Sargent	TRUE	yHKB82	Starmerella bombicola	Saccharomycotina	Starmerella
yHMJ22	Starmerella bombicola	Starmerella	Ascomycota	45.027429, -93.438540	45.027429	-93.43854	Tree	Plant Matter	Fruit	Sumac Berry	Anacardiaceae	Drupe	NA	Rhus	Rhus glabra	Smooth Sumac	NA	NA	9	a	YHMJ_9	22	french park, plymouth mn	Minnesota	martin jarzyna	TRUE	yHMJ22	Starmerella bombicola	Saccharomycotina	Starmerella
yHRVM114	Sporidiobolus salmonicolor	Sporidiobolus	Basidiomycota	47.861132, -122.060318	47.861132	-122.060318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8D3	a	YHRVM_8D3	10	Lords Hill, Monroe, WA	Washington	Emily Baker	TRUE	yHRVM114	Sporidiobolus salmonicolor	Basidiomycota	Sporidiobolus
yHMJ139	Sporidiobolales sp.	Sporidiobolales	Basidiomycota	43.312305, -91.781281 	43.312305	-91.781281	Plant	Plant Matter	Leaves	NA	NA	NA	NA	Populus	Populus deltoides	Eastern Cottonwood	Pinus	NA	15	a	YHMJ_15	4	Decorah, IA ice caves	Iowa	Martin Jarzyna	TRUE	yHMJ139	Sporidiobolales sp.	Basidiomycota	Sporidiobolales
yHQL124	Solicoccozyma aeria	Solicoccozyma	Basidiomycota	45.208911, -123.961452	45.208911	-123.961452	Tree	Soil	Soil	NA	NA	NA	NA	Pinus	Pinus contorta	Lodgepole Pine	NA	NA	OR 5	a	YHQL_OR 5	10	Pacific City, OR	Oregon	Quinn Langdon	TRUE	yHQL124	Solicoccozyma aeria	Basidiomycota	Solicoccozyma
yHQL547	Scleroconidioma sphagnicola	Scleroconidioma	Ascomycota	60.850069, -149.534257	60.850069	-149.534257	Lichen	Lichen	Lichen	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	QL#34	a	YHQL_QL#34	22	Coeur d'Alene campground, Chugach National Forest, AK	Alaska	Mel Langdon	TRUE	yHQL547	Scleroconidioma sphagnicola	Pezizomycotina	Scleroconidioma
yHQL551	Scleroconidioma sphagnicola	Scleroconidioma	Ascomycota	60.850069, -149.534257	60.850069	-149.534257	Lichen	Lichen	Lichen	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	QL#36	a	YHQL_QL#36	22	Coeur d'Alene campground, Chugach National Forest, AK	Alaska	Mel Langdon	TRUE	yHQL551	Scleroconidioma sphagnicola	Pezizomycotina	Scleroconidioma
yHKS748	Schwanniomyces vanrijiae	Schwanniomyces	Ascomycota	36.023225, -80.303844	36.023225	-80.303844	Tree	Soil	Sand	NA	NA	NA	NA	Juglans	Juglans nigra	Black Walnut	NA	NA	#271	a	YHKS_#271	30	2640 Evans Rd, Winston-Salem, NC (27127)	North Carolina	Leslie Shown	TRUE	yHKS748	Schwanniomyces vanrijiae	Saccharomycotina	Schwanniomyces
yHQL341	Schwanniomyces vanrijiae	Schwanniomyces	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Tree	Soil	Soil	NA	NA	NA	NA	Morus	Morus alba	White Mulberry	NA	under mulberry	AS#3	b	YHQL_AS#3	22	Chadwick, Illinois-Sheddan property	Illinois	Angela Sheddan	TRUE	yHQL341	Schwanniomyces vanrijiae	Saccharomycotina	Schwanniomyces
yHKS652	Schwanniomyces pseudopolymorphus	Schwanniomyces	Ascomycota	47.367135, -88.310052	47.367135	-88.310052	Tree	Soil/Plant Matter	Duff	NA	NA	NA	NA	Pinus	Pinus strobus	White Pine	NA	Old white pine on a cliff	#258	a	YHKS_#258	22	Keweenaw County, Michigan (Cliff Mine Cemetery)	Michigan	Chris Hittinger	TRUE	yHKS652	Schwanniomyces pseudopolymorphus	Saccharomycotina	Schwanniomyces
yHKS670	Schwanniomyces pseudopolymorphus	Schwanniomyces	Ascomycota	47.441600, -87.878877	47.4416	-87.878877	Tree	Plant Matter	Bark	NA	NA	NA	NA	Tsuga	Tsuga canadensis	Eastern Hemlock	NA	NA	#256	a	YHKS_#256	30	Copper Harbor, Michigan (Estivant Pines Nature Sanctuary	Michigan	Chris Hittinger	TRUE	yHKS670	Schwanniomyces pseudopolymorphus	Saccharomycotina	Schwanniomyces
yHQL12	Schwanniomyces pseudopolymorphus	Schwanniomyces	Ascomycota	44.703604, -123.202259	44.703604	-123.202259	Tree	Soil	Soil	NA	NA	NA	NA	Thuja	Thuja plicata	Pacific Redcedar	NA	NA	OR 9	a	YHQL_OR 9	22	Camp Adair, OR	Oregon	Quinn Langdon	TRUE	yHQL12	Schwanniomyces pseudopolymorphus	Saccharomycotina	Schwanniomyces
